	samples	labels	predictions	dairy	eel	feces	fresh meat	herring	mackerel	processed meat	salmon	shrimp	spices/herbs/vegetables	trout	experiment
59	L01034	fresh meat	fresh meat	0.001	0.0	0.00675	0.6597309523809525	0.030166666666666668	0.031166666666666662	0.2621857142857143	0.003	0.0	0.006	0.0	Source_2
60	L01217	herring	fresh meat	0.0	0.0	0.004666666666666666	0.3057130952380953	0.06494166666666666	0.07605833333333333	0.26562023809523805	0.006	0.0	0.003	0.274	Source_2
61	L01268	shrimp	processed meat	0.0	0.0	0.0	0.29689404761904764	0.08021904761904765	0.08878095238095238	0.5311059523809523	0.002	0.0	0.001	0.0	Source_2
62	L01578	salmon	salmon	0.0	0.0	0.0	0.024588235294117643	0.0465	0.0014333333333333333	0.030911764705882354	0.8955666666666666	0.0	0.001	0.0	Source_2
63	L00544	feces	dairy	0.604	0.0	0.011666666666666667	0.02053333333333333	0.0	0.0	0.3598	0.002	0.0005	0.0015	0.0	Source_2
64	L00621	fresh meat	fresh meat	0.0	0.0	0.0	0.6911131608109374	0.0	0.0	0.30888683918906457	0.0	0.0	0.0	0.0	Source_2
65	L00943	processed meat	processed meat	0.16	0.0	0.19	0.004	0.0	0.0	0.646	0.0	0.0	0.0	0.0	Source_2
66	L01051	fresh meat	fresh meat	0.001	0.0	0.00675	0.6597309523809525	0.030166666666666668	0.031166666666666662	0.2621857142857143	0.003	0.0	0.006	0.0	Source_2
67	L01373	processed meat	fresh meat	0.026183333333333336	0.001	0.05883333333333333	0.815197619047619	0.0006666666666666666	0.0003333333333333333	0.07978571428571428	0.01	0.004166666666666666	0.0008333333333333333	0.003	Source_2
68	L00305	spices/herbs/vegetables	processed meat	0.013	0.007	0.00275	0.02553571428571428	0.2955722222222221	0.0	0.4231420634920639	0.23	0.0006666666666666666	0.002333333333333333	0.0	Source_2
69	L00817	fresh meat	fresh meat	0.0	0.0	0.002	0.704	0.0	0.0	0.294	0.0	0.0	0.0	0.0	Source_2
70	L01068	fresh meat	fresh meat	0.0	0.0	0.0	0.956	0.012	0.0	0.0	0.006	0.0	0.0	0.026	Source_2
71	L01069	fresh meat	fresh meat	0.0	0.0	0.008666666666666668	0.8908738095238095	0.012416666666666666	0.0012380952380952382	0.06270952380952381	0.014761904761904763	0.002	0.006333333333333333	0.001	Source_2
72	L00337	spices/herbs/vegetables	fresh meat	0.0	0.0	0.0	0.987	0.0	0.0	0.013	0.0	0.0	0.0	0.0	Source_2
73	L01146	fresh meat	fresh meat	0.0	0.0	0.007	0.7623130952380953	0.002	0.0	0.22768690476190473	0.0	0.0	0.001	0.0	Source_2
74	L01278	dairy	dairy	0.99	0.0	0.002	0.004	0.0	0.0	0.004	0.0	0.0	0.0	0.0	Source_2
75	L01570	trout	trout	0.0	0.0	0.0	0.0	0.0	0.08652934342704423	0.0	0.0	0.0	0.0	0.9134706565729571	Source_2
76	L00467	feces	fresh meat	0.448792857142857	0.0	0.06253333333333334	0.4809238095238096	0.0004	0.0	0.00535	0.002	0.0	0.0	0.0	Source_2
77	L01010	mackerel	spices/herbs/vegetables	0.0	0.0	0.0	0.1235	0.0	0.0	0.0005	0.113	0.0	0.763	0.0	Source_2
78	L00703	processed meat	processed meat	0.0	0.0	0.11666666666666667	0.1329142857142857	0.0011666666666666665	0.0	0.6942523809523808	0.038	0.003833333333333333	0.0031666666666666666	0.01	Source_2
79	L01027	fresh meat	processed meat	0.0192	0.0	0.057666666666666665	0.2520071428571428	0.0037499999999999994	0.00375	0.6556261904761904	0.003	0.00075	0.00225	0.002	Source_2
80	L01641	trout	trout	0.0	0.0	0.0	0.0	0.0	0.08652934342704423	0.0	0.0	0.0	0.0	0.9134706565729571	Source_2
81	L01637	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
82	L00369	processed meat	processed meat	0.0	0.0	0.001	0.31291475746475766	0.0	0.0	0.6860852425352423	0.0	0.0	0.0	0.0	Source_2
83	L00685	herring	fresh meat	0.0	0.0	0.0	0.9892485294117647	0.001	0.0	0.0077514705882352946	0.0	0.0	0.0	0.002	Source_2
84	L00984	salmon	fresh meat	0.0	0.0	0.0	0.5185	0.0	0.48	0.0015	0.0	0.0	0.0	0.0	Source_2
85	L01128	processed meat	fresh meat	0.0	0.0	0.0	0.8032286871341221	0.001	0.0	0.19477131286587804	0.001	0.0	0.0	0.0	Source_2
86	L01154	fresh meat	fresh meat	0.0	0.0	0.0	0.996	0.0	0.0	0.004	0.0	0.0	0.0	0.0	Source_2
87	L01242	processed meat	processed meat	0.0	0.0	0.0	0.34795942028985494	0.0	0.0	0.6050405797101454	0.0	0.047	0.0	0.0	Source_2
88	L01304	fresh meat	fresh meat	0.0	0.0	0.0	0.9808527417027417	0.0	0.0	0.0191472582972583	0.0	0.0	0.0	0.0	Source_2
89	L01434	processed meat	processed meat	0.0	0.0	0.0	0.34795942028985494	0.0	0.0	0.6050405797101454	0.0	0.047	0.0	0.0	Source_2
90	L01488	fresh meat	fresh meat	0.0	0.0	0.0	0.7941592046842051	0.0	0.0	0.2053407953157952	0.0	0.0	0.0005	0.0	Source_2
0	L00408	fresh meat	fresh meat	0.0	0.0	0.0	0.99875	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	Source_2
1	L00417	fresh meat	processed meat	0.0	0.0	0.0	0.049	0.0	0.0	0.951	0.0	0.0	0.0	0.0	Source_2
2	L00446	feces	processed meat	0.0	0.0	0.0	0.064	0.0	0.001676190476190476	0.928	0.006323809523809523	0.0	0.0	0.0	Source_2
3	L00695	processed meat	fresh meat	0.0	0.0	0.0	0.8342169719169715	0.0	0.0	0.16578302808302817	0.0	0.0	0.0	0.0	Source_2
4	L00712	fresh meat	fresh meat	0.0	0.0	0.0	0.8342169719169715	0.0	0.0	0.16578302808302817	0.0	0.0	0.0	0.0	Source_2
5	L00754	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
6	L00816	fresh meat	fresh meat	0.0	0.0	0.0	0.8342169719169715	0.0	0.0	0.16578302808302817	0.0	0.0	0.0	0.0	Source_2
7	L00846	salmon	salmon	0.0	0.0	0.0	0.0007857142857142857	0.0	0.0	0.0012142857142857144	0.7266	0.0	0.0	0.2714	Source_2
8	L00902	processed meat	fresh meat	0.0	0.0	0.0	0.5002623015873016	0.0	0.0	0.4997376984126985	0.0	0.0	0.0	0.0	Source_2
9	L00946	processed meat	fresh meat	0.0	0.0	0.0	0.5184630952380943	0.0	0.0	0.4815369047619055	0.0	0.0	0.0	0.0	Source_2
10	L00983	fresh meat	fresh meat	0.0	0.0	0.0	0.99875	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	Source_2
11	L01008	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
12	L01023	processed meat	processed meat	0.0	0.0	0.0	0.002	0.0	0.0	0.998	0.0	0.0	0.0	0.0	Source_2
13	L01091	fresh meat	fresh meat	0.0	0.0	0.4066666666666667	0.46858055640759233	0.00165	0.0	0.12310277692574098	0.0	0.0	0.0	0.0	Source_2
14	L01110	eel	salmon	0.0	0.0	0.0	0.3506666666666667	0.0	0.0	0.0003333333333333333	0.649	0.0	0.0	0.0	Source_2
15	L01182	salmon	fresh meat	0.0	0.0	0.416	0.457832264957265	0.0005	0.0	0.12566773504273507	0.0	0.0	0.0	0.0	Source_2
16	L01186	salmon	fresh meat	0.0	0.0	0.416	0.457832264957265	0.0005	0.0	0.12566773504273507	0.0	0.0	0.0	0.0	Source_2
17	L01216	fresh meat	fresh meat	0.0	0.0	0.0	0.9948666666666667	0.0	0.0	0.0051333333333333335	0.0	0.0	0.0	0.0	Source_2
18	L01230	trout	trout	0.0	0.0	0.0	0.039	0.001	0.0	0.03	0.001	0.0	0.001	0.928	Source_2
19	L01301	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
20	L01367	fresh meat	processed meat	0.0	0.0	0.0	0.066	0.0	0.0	0.934	0.0	0.0	0.0	0.0	Source_2
21	L01372	fresh meat	fresh meat	0.0	0.0	0.0	0.9948666666666667	0.0	0.0	0.0051333333333333335	0.0	0.0	0.0	0.0	Source_2
22	L01502	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
23	L01521	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
24	L01598	processed meat	fresh meat	0.0	0.0	0.0	0.6688284106416458	0.0	0.0	0.33117158935835367	0.0	0.0	0.0	0.0	Source_2
25	L01245	salmon	processed meat	0.0	0.0	0.0025	0.17559563492063493	0.005666666666666667	0.001	0.8142376984126984	0.001	0.0	0.0	0.0	Source_2
26	L00291	herring	herring	0.0	0.001	0.0	0.014	0.789	0.002	0.04	0.002	0.142	0.01	0.0	Source_2
27	L00301	salmon	salmon	0.0	0.0	0.0	0.001	0.0	0.002	0.001	0.996	0.0	0.0	0.0	Source_2
28	L00463	spices/herbs/vegetables	fresh meat	0.0	0.007	0.0	0.861	0.015	0.043	0.009	0.047	0.0	0.014	0.004	Source_2
29	L00486	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
30	L00589	herring	herring	0.0	0.0	0.0	0.009	0.984	0.0	0.0	0.0	0.0	0.006	0.001	Source_2
31	L00704	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
32	L00818	processed meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
33	L00862	processed meat	fresh meat	0.0	0.0	0.0	0.6906105402469213	0.0	0.0	0.30938945975307885	0.0	0.0	0.0	0.0	Source_2
34	L00865	trout	trout	0.0	0.0	0.0	0.04470238095238095	0.0	0.0	0.07529761904761903	0.19235	0.0	0.0	0.68765	Source_2
35	L00874	herring	herring	0.0	0.0002	0.0	0.001	0.996	0.0	0.0	0.0	0.0	0.002	0.0008	Source_2
36	L00908	fresh meat	fresh meat	0.0	0.0	0.0	0.8347700964393713	0.0	0.0	0.16522990356063205	0.0	0.0	0.0	0.0	Source_2
37	L01218	fresh meat	fresh meat	0.0	0.0	0.0	0.58	0.0	0.005	0.343	0.006	0.0	0.065	0.001	Source_2
38	L01221	trout	trout	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.956	Source_2
39	L01368	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
40	L01571	fresh meat	fresh meat	0.0	0.0	0.0	0.929	0.005	0.0	0.052	0.003	0.0	0.003	0.008	Source_2
41	L00374	fresh meat	fresh meat	0.0	0.0	0.0	0.8347700964393713	0.0	0.0	0.16522990356063205	0.0	0.0	0.0	0.0	Source_2
42	L00459	fresh meat	fresh meat	0.0	0.0	0.0	0.6937142857142856	0.0	0.0	0.14528571428571427	0.0	0.0	0.152	0.009	Source_2
43	L00634	processed meat	eel	0.0	0.579	0.028	0.16133659684865764	0.002	0.0	0.17966340315134235	0.05	0.0	0.0	0.0	Source_2
44	L00869	processed meat	processed meat	0.0	0.0	0.0	0.12270833333333334	0.0	0.0020666666666666663	0.8732916666666666	0.0009333333333333333	0.0	0.0	0.001	Source_2
45	L00910	fresh meat	fresh meat	0.0235	0.0	0.019	0.9095000000000001	0.0	0.0	0.0	0.0	0.0	0.011	0.037	Source_2
46	L01124	salmon	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Source_2
47	L01775	fresh meat	fresh meat	0.0	0.0	0.0	0.99875	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	Source_2
48	L01858	fresh meat	fresh meat	0.0	0.001	0.03175	0.6320547499144125	0.009	0.021749999999999995	0.25719525008558763	0.030250000000000003	0.007	0.004	0.006	Source_2
49	L00578	fresh meat	processed meat	0.0	0.0	0.0	0.18106666666666665	0.0	0.0	0.7709333333333334	0.006	0.042	0.0	0.0	Source_2
50	L00611	fresh meat	fresh meat	0.0	0.0	0.0	0.9639666666666666	0.0005	0.0	0.03553333333333334	0.0	0.0	0.0	0.0	Source_2
51	L00741	fresh meat	fresh meat	0.0	0.0	0.0	0.9925	0.0	0.0	0.0075	0.0	0.0	0.0	0.0	Source_2
52	L01145	fresh meat	fresh meat	0.0	0.0	0.0	0.6950886342980924	0.0	0.0	0.30491136570190863	0.0	0.0	0.0	0.0	Source_2
53	L01410	salmon	salmon	0.0	0.0	0.0	0.008	0.0	0.24020634920634884	0.004333333333333333	0.7457936507936505	0.0	0.0016666666666666666	0.0	Source_2
54	L01728	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
55	L00670	processed meat	fresh meat	0.0006	0.0	0.0	0.9557333333333333	0.0	0.0	0.041666666666666664	0.001	0.0	0.001	0.0	Source_2
56	L00686	processed meat	fresh meat	0.0	0.0	0.0	0.6950886342980924	0.0	0.0	0.30491136570190863	0.0	0.0	0.0	0.0	Source_2
57	L00720	shrimp	shrimp	0.0	0.0	0.0	0.13166666666666668	0.0013333333333333333	0.0	0.0	0.001	0.866	0.0	0.0	Source_2
58	L00881	fresh meat	fresh meat	0.0	0.0	0.0	0.9835	0.0	0.0	0.0155	0.0	0.0	0.001	0.0	Source_2
59	L00891	processed meat	fresh meat	0.0	0.00225	0.031566666666666666	0.6304629410597777	0.041	0.00755	0.2069703922735556	0.03645	0.011	0.024	0.00875	Source_2
60	L01016	processed meat	processed meat	0.0	0.0	0.017	0.2175221638655462	0.016	0.005310714285714285	0.6797945028011204	0.019689285714285718	0.005	0.03668333333333333	0.003	Source_2
61	L01153	processed meat	processed meat	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Source_2
62	L00784	fresh meat	processed meat	0.0	0.0	0.0	0.352	0.0	0.0	0.648	0.0	0.0	0.0	0.0	Source_2
63	L00990	salmon	salmon	0.0	0.0	0.0	0.0296	0.047	0.0032	0.0494	0.8707999999999999	0.0	0.0	0.0	Source_2
64	L01096	fresh meat	processed meat	0.0	0.0	0.0	0.14083333333333334	0.0	0.0	0.7791666666666668	0.004	0.076	0.0	0.0	Source_2
65	L01282	dairy	dairy	0.958	0.0	0.019	0.004	0.0	0.0	0.019	0.0	0.0	0.0	0.0	Source_2
66	L01486	fresh meat	fresh meat	0.014199999999999999	0.001	0.029366666666666666	0.5788181818181819	0.004	0.014266666666666665	0.2111151515151515	0.075	0.003	0.045233333333333334	0.024	Source_2
67	L01495	processed meat	processed meat	0.0	0.0	0.003	0.0095	0.0	0.0	0.9875	0.0	0.0	0.0	0.0	Source_2
68	L01610	fresh meat	fresh meat	0.0	0.0	0.0	0.89	0.0	0.0	0.06	0.0	0.0	0.05	0.0	Source_2
69	L00445	feces	processed meat	0.0015238095238095236	0.0	0.01440952380952381	0.3329952380952381	0.003	0.0	0.6330714285714285	0.011	0.002	0.002	0.0	Source_2
70	L00597	fresh meat	processed meat	0.0	0.0	0.003	0.0095	0.0	0.0	0.9875	0.0	0.0	0.0	0.0	Source_2
71	L01258	salmon	salmon	0.0	0.0	0.0	0.333	0.0	0.0004	0.0	0.3406	0.0	0.0	0.326	Source_2
72	L01471	fresh meat	fresh meat	0.0	0.0	0.003	0.9890000000000001	0.0	0.0	0.006	0.002	0.0	0.0	0.0	Source_2
73	L00431	processed meat	processed meat	0.15	0.0	0.092	0.098	0.0	0.0	0.66	0.0	0.0	0.0	0.0	Source_2
74	L01038	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
75	L01066	fresh meat	fresh meat	0.0	0.0	0.0	0.645	0.0	0.0	0.355	0.0	0.0	0.0	0.0	Source_2
76	L01498	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
77	L00973	processed meat	fresh meat	0.0	0.0	0.053	0.49431190476190484	0.013	0.0	0.43368809523809515	0.002	0.0	0.004	0.0	Source_2
78	L00777	processed meat	processed meat	0.0	0.0	0.0	0.352	0.0	0.0	0.648	0.0	0.0	0.0	0.0	Source_2
79	L01807	spices/herbs/vegetables	shrimp	0.0005	0.002	0.002	0.030033333333333332	0.12462499999999997	0.0005	0.1513416666666667	0.058	0.627	0.004	0.0	Source_2
80	L01628	trout	trout	0.0	0.0	0.0	0.0	0.0	0.09076679477640728	0.0	0.0	0.0	0.0	0.9092332052235949	Source_2
81	L01644	trout	trout	0.0	0.0	0.0	0.0	0.0	0.09076679477640728	0.0	0.0	0.0	0.0	0.9092332052235949	Source_2
82	L01646	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
83	L01830	herring	herring	0.0	0.001	0.01515	0.41080502928444107	0.42205000000000004	0.00175	0.11432830404889228	0.018249999999999995	0.001	0.012666666666666666	0.003	Source_2
84	L01470	fresh meat	fresh meat	0.0013333333333333333	0.0	0.02581666666666666	0.7206434218894888	0.019	0.0032916666666666667	0.19520657811051148	0.022708333333333334	0.003	0.005	0.004	Source_2
85	L00353	processed meat	fresh meat	0.0	0.0	0.0	0.994	0.0	0.0	0.006	0.0	0.0	0.0	0.0	Source_2
86	L00372	processed meat	processed meat	0.0	0.0	0.0	0.38060000000000005	0.001	0.0	0.6184	0.0	0.0	0.0	0.0	Source_2
87	L00437	fresh meat	processed meat	0.0	0.0	0.0	0.3512998196248195	0.0	0.0	0.6447001803751806	0.0	0.0	0.0	0.004	Source_2
88	L00689	fresh meat	processed meat	0.0	0.0	0.0	0.349456746031746	0.0	0.0	0.6465432539682543	0.0	0.0	0.0	0.004	Source_2
89	L01028	mackerel	salmon	0.0	0.0	0.0	0.36075	0.0	0.0	0.00125	0.638	0.0	0.0	0.0	Source_2
90	L01065	fresh meat	fresh meat	0.0	0.0	0.0	0.9402607142857142	0.0	0.0	0.05973928571428571	0.0	0.0	0.0	0.0	Source_2
0	L01056	mackerel	salmon	0.0	0.04148095238095238	0.0	0.2429166666666667	0.003	0.034	0.04708333333333333	0.459	0.126	0.008	0.03851904761904762	Source_2
1	L00351	spices/herbs/vegetables	spices/herbs/vegetables	0.0	0.005666666666666667	0.001	0.14290476190476195	0.017	0.005	0.11259523809523807	0.029	0.012	0.6685	0.006333333333333333	Source_2
2	L00363	processed meat	fresh meat	0.0	0.0	0.0002	0.9609904761904761	0.0	0.0	0.0388095238095238	0.0	0.0	0.0	0.0	Source_2
3	L00452	processed meat	processed meat	0.0	0.0	0.0	0.4401261904761905	0.0	0.0	0.5598738095238095	0.0	0.0	0.0	0.0	Source_2
4	L00638	fresh meat	fresh meat	0.0	0.0	0.0	0.6156582972582971	0.0	0.0	0.3843417027417021	0.0	0.0	0.0	0.0	Source_2
5	L00747	fresh meat	fresh meat	0.0	0.0	0.0	0.7523174963924955	0.0	0.0	0.24768250360750363	0.0	0.0	0.0	0.0	Source_2
6	L00764	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
7	L00839	processed meat	fresh meat	0.0	0.0	0.0	0.6080912337662339	0.0	0.0	0.3919087662337657	0.0	0.0	0.0	0.0	Source_2
8	L00855	processed meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
9	L00935	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
10	L00996	fresh meat	fresh meat	0.0	0.0	0.0	0.7233653065072183	0.0	0.0	0.2766346934927817	0.0	0.0	0.0	0.0	Source_2
11	L01021	eel	eel	0.0	0.4373547619047618	0.0	0.03	0.004	0.0	0.0	0.03	0.092	0.002	0.40464523809523817	Source_2
12	L01041	processed meat	processed meat	0.0	0.0	0.0	0.20370916305916276	0.0	0.0	0.7962908369408362	0.0	0.0	0.0	0.0	Source_2
13	L01045	processed meat	processed meat	0.0	0.0	0.0	0.402	0.0	0.0	0.597	0.001	0.0	0.0	0.0	Source_2
14	L01196	dairy	fresh meat	0.0	0.0	0.153	0.842	0.0	0.0	0.0	0.002	0.0	0.0	0.003	Source_2
15	L01200	fresh meat	fresh meat	0.0	0.0	0.0	0.935	0.017	0.001	0.03	0.012	0.0	0.005	0.0	Source_2
16	L01286	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
17	L01520	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
18	L01603	fresh meat	fresh meat	0.0	0.0	0.0	0.9715555555555556	0.006	0.0	0.022444444444444444	0.0	0.0	0.0	0.0	Source_2
19	L00308	herring	herring	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
20	L00325	salmon	salmon	0.0	0.008333333333333333	0.0	0.09925	0.002	0.001	0.05875	0.806	0.004	0.0	0.020666666666666663	Source_2
21	L00376	processed meat	fresh meat	0.0	0.0	0.0	0.7523174963924955	0.0	0.0	0.24768250360750363	0.0	0.0	0.0	0.0	Source_2
22	L00465	processed meat	fresh meat	0.0	0.0	0.0	0.9492238095238095	0.0	0.0	0.050776190476190475	0.0	0.0	0.0	0.0	Source_2
23	L00479	fresh meat	fresh meat	0.0	0.0	0.0	0.8243580736716752	0.0	0.0	0.17564192632832612	0.0	0.0	0.0	0.0	Source_2
24	L00494	fresh meat	fresh meat	0.0	0.0	0.0	0.9746333333333332	0.001	0.0	0.023366666666666664	0.001	0.0	0.0	0.0	Source_2
25	L00618	fresh meat	fresh meat	0.0	0.0	0.0	0.9903333333333334	0.0	0.0	0.008666666666666666	0.0	0.0	0.0	0.001	Source_2
26	L00622	herring	herring	0.0	0.022	0.0	0.123	0.496	0.059	0.155	0.058	0.006	0.08	0.001	Source_2
27	L00702	processed meat	processed meat	0.0	0.0	0.001	0.113	0.0	0.004	0.868	0.001	0.0	0.008	0.005	Source_2
28	L00773	processed meat	processed meat	0.0	0.001	0.0	0.3056666666666667	0.005	0.0	0.6733333333333333	0.004	0.0	0.011	0.0	Source_2
29	L00776	fresh meat	processed meat	0.0	0.0	0.0	0.30824191919191923	0.0	0.0	0.6917580808080809	0.0	0.0	0.0	0.0	Source_2
30	L00806	processed meat	processed meat	0.0	0.0	0.0	0.4429976190476189	0.0	0.0	0.5570023809523812	0.0	0.0	0.0	0.0	Source_2
31	L01222	fresh meat	spices/herbs/vegetables	0.0	0.062	0.0	0.215	0.007	0.115	0.055	0.067	0.003	0.474	0.002	Source_2
32	L01251	processed meat	processed meat	0.0	0.0	0.0	0.005	0.0	0.0	0.995	0.0	0.0	0.0	0.0	Source_2
33	L01299	fresh meat	herring	0.0	0.023	0.0	0.067	0.614	0.014	0.036	0.008	0.001	0.234	0.003	Source_2
34	L01506	fresh meat	fresh meat	0.0	0.001	0.001	0.561	0.003	0.025	0.39	0.001	0.001	0.003	0.014	Source_2
35	L01640	fresh meat	fresh meat	0.0	0.0	0.0	0.7491478021978019	0.0	0.0	0.2508521978021977	0.0	0.0	0.0	0.0	Source_2
36	L01797	fresh meat	fresh meat	0.0	0.0	0.0	0.999	0.0	0.0	0.001	0.0	0.0	0.0	0.0	Source_2
37	L00300	salmon	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Source_2
38	L00414	salmon	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Source_2
39	L00466	fresh meat	fresh meat	0.0	0.0	0.0	0.8243580736716752	0.0	0.0	0.17564192632832612	0.0	0.0	0.0	0.0	Source_2
40	L00659	fresh meat	mackerel	0.0	0.119	0.0	0.202	0.007	0.42	0.021	0.151	0.001	0.079	0.0	Source_2
41	L00843	fresh meat	fresh meat	0.0	0.0	0.0	0.7371924797950603	0.0	0.0	0.26180752020493947	0.0	0.0	0.001	0.0	Source_2
42	L00928	shrimp	fresh meat	0.0	0.0	0.0	0.505407142857143	0.0	0.0	0.48759285714285727	0.006	0.001	0.0	0.0	Source_2
43	L00932	fresh meat	fresh meat	0.0	0.0	0.001	0.9436047619047622	0.0	0.0	0.05539523809523809	0.0	0.0	0.0	0.0	Source_2
44	L00953	fresh meat	fresh meat	0.0	0.0	0.0	0.6924156710040003	0.0	0.0	0.2625843289960001	0.0	0.0	0.031	0.014	Source_2
45	L01000	fresh meat	fresh meat	0.0	0.0	0.0	0.9265237483224664	0.0	0.0	0.03647625167753384	0.0	0.0	0.037	0.0	Source_2
46	L01073	feces	feces	0.0	0.079	0.85	0.018912500000000002	0.002	0.0	0.04508749999999999	0.005	0.0	0.0	0.0	Source_2
47	L01404	salmon	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Source_2
48	L01468	salmon	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Source_2
49	L01546	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
50	L01608	fresh meat	fresh meat	0.0	0.166	0.0	0.8240005411255412	0.0	0.0	0.008999458874458873	0.001	0.0	0.0	0.0	Source_2
51	L00306	salmon	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Source_2
52	L00347	spices/herbs/vegetables	fresh meat	0.0	0.0	0.0	0.7960787295608213	0.007	0.0	0.17992127043917852	0.0	0.0	0.0	0.017	Source_2
53	L00950	salmon	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Source_2
54	L00682	processed meat	processed meat	0.0	0.0	0.0	0.2399591074770038	0.0	0.0	0.7590408925229953	0.001	0.0	0.0	0.0	Source_2
55	L00981	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
56	L01188	herring	salmon	0.0	0.0	0.001	0.2928849624060151	0.0035	0.03900000000000001	0.20661503759398497	0.4550000000000001	0.0	0.001	0.001	Source_2
57	L00412	processed meat	processed meat	0.0	0.0	0.0	0.03266666666666667	0.001	0.0	0.9513333333333334	0.007	0.007	0.001	0.0	Source_2
58	L00896	fresh meat	fresh meat	0.0	0.0	0.0003333333333333333	0.6655488095238093	0.0	0.0	0.3331178571428568	0.001	0.0	0.0	0.0	Source_2
59	L00897	fresh meat	fresh meat	0.0	0.0	0.0003333333333333333	0.6655488095238093	0.0	0.0	0.3331178571428568	0.001	0.0	0.0	0.0	Source_2
60	L01026	processed meat	processed meat	0.0	0.0	0.0	0.03266666666666667	0.001	0.0	0.9513333333333334	0.007	0.007	0.001	0.0	Source_2
61	L01057	fresh meat	fresh meat	0.0	0.0	0.0	0.973	0.001	0.0	0.025	0.0	0.0	0.0	0.001	Source_2
62	L01584	fresh meat	fresh meat	0.0	0.0	0.006066666666666667	0.37360000000000015	0.002	0.0	0.33433333333333326	0.006	0.004	0.001	0.273	Source_2
63	L01778	fresh meat	fresh meat	0.0	0.0	0.0	0.9983333333333334	0.0	0.0	0.0016666666666666666	0.0	0.0	0.0	0.0	Source_2
64	L01857	fresh meat	fresh meat	0.0	0.0	0.0	0.8243580736716752	0.0	0.0	0.17564192632832612	0.0	0.0	0.0	0.0	Source_2
65	L00710	fresh meat	fresh meat	0.0	0.0	0.0	0.973	0.001	0.0	0.025	0.0	0.0	0.0	0.001	Source_2
